3, 764
3, 192
3, 12
3, 7
3, 0
1, 0
3, 769
3, 192
2, 12
2, 140
3, 0
3, 1007
2, 0
1, 0
2, 0
2, 1
2, 1
1, 0
3, 797
3, 30
3, 0
3, 692
3, 23
1, 76
3, 1060
3, 30
3, 63
1, 133
3, 297
3, 313
3, 183
2, 160
3, 30
1, 37
2, 0
1, 0
3, 484
2, 1
2, 1
3, 376
1, 3
2, 0
1, 0
2, 48
1, 4
1, 0
3, 51
1, 91
2, 29
3, 56
2, 95
3, 81
2, 88
2, 117
2, 56
3, 214
1, 109
2, 0
3, 53
2, 46
3, 71
3, 46
3, 108
3, 100
1, 6
3, 166
2, 0
3, 124
2, 12
1, 22
3, 235
3, 62
2, 7
3, 62
1, 37
2, 0
2, 7
2, 8
2, 33
1, 17
1, 0
1, 0
3, 337
3, 0
3, 108
1, 77
2, 263
3, 127
3, 307
1, 92
2, 4
2, 0
1, 0
1, 0
1, 0
1, 113
1, 0
1, 61
3, 407
2, 172
3, 469
3, 62
3, 46
1, 14
2, 41
3, 284
3, 54
2, 17
2, 39
2, 70
3, 74
2, 80
3, 406
3, 87
3, 112
1, 0
3, 232
3, 45
3, 737
2, 84
2, 95
2, 38
1, 0
2, 39
2, 50
3, 278
3, 464
1, 49
3, 169
2, 2
3, 17
3, 49
3, 49
2, 31
3, 140
3, 336
3, 179
2, 165
3, 644
1, 0
2, 25
3, 85
3, 339
2, 33
3, 194
3, 38
2, 10
2, 158
3, 233
1, 173
3, 249
3, 69
3, 183
3, 670
3, 450
3, 601
3, 1444
3, 59
2, 51
3, 73
2, 131
2, 3
3, 116
2, 116
3, 8
2, 4
3, 209
3, 428
1, 180
3, 188
2, 113
1, 0
3, 126
2, 149
2, 42
3, 378
1, 31
3, 89
3, 254
2, 111
3, 211
2, 45
3, 65
3, 324
1, 59
3, 92
2, 104
3, 149
3, 567
2, 23
3, 357
2, 47
1, 18
3, 336
3, 537
2, 3
3, 18
3, 220
3, 26
3, 64
3, 270
3, 338
3, 611
2, 19
1, 0
3, 35
3, 203
3, 0
1, 102
2, 50
1, 0
3, 92
3, 74
3, 151
2, 73
3, 52
3, 62
3, 86
1, 0
2, 0
1, 0
1, 0
1, 0
3, 599
3, 461
3, 1526
1, 36
1, 26
2, 0
3, 0
3, 547
3, 130
3, 34
2, 26
2, 42
3, 210
2, 92
2, 87
2, 20
2, 9
2, 85
2, 0
3, 61
2, 18
3, 72
2, 17
2, 26
2, 87
3, 37
1, 5
1, 8
1, 26
1, 88
2, 70
3, 33
3, 7
2, 23
1, 8
1, 36
2, 7
2, 9
3, 21
1, 39
1, 74
2, 32
1, 17
1, 33
2, 12
2, 21
3, 196
3, 257
2, 86
3, 344
3, 30
2, 15
2, 144
2, 3
2, 3
2, 8
1, 54
3, 340
1, 6
3, 42
3, 51
3, 232
3, 176
1, 21
3, 251
3, 258
3, 280
3, 230
3, 150
3, 767
3, 75
2, 74
3, 281
3, 187
2, 126
2, 30
3, 424
3, 261
2, 109
1, 0
1, 0
1, 0
2, 153
2, 51
2, 37
2, 106
2, 178
2, 110
2, 108
2, 127
2, 122
2, 112
2, 52
2, 80
2, 103
2, 69
2, 118
2, 63
1, 0
2, 0
3, 863
2, 56
1, 25
2, 243
1, 4
1, 5
1, 43
1, 43
1, 12
3, 399
2, 210
2, 254
2, 0
2, 230
3, 635
2, 221
2, 214
2, 116
2, 7
2, 59
3, 529
3, 591
2, 35
3, 565
2, 1
2, 1
3, 0
3, 140
3, 62
2, 0
3, 69
3, 0
2, 15
1, 87
1, 63
3, 160
3, 130
2, 9
2, 121
3, 135
2, 42
2, 10
2, 64
3, 452
3, 233
1, 31
2, 30
1, 0
1, 141
1, 33
3, 140
3, 369
3, 0
2, 75
3, 315
3, 48
3, 286
1, 0
3, 54
3, 259
2, 71
2, 131
2, 0
3, 0
3, 200
3, 47
3, 127
3, 164
2, 0
3, 0
1, 0
1, 198
3, 122
2, 0
3, 1147
1, 0
1, 34
3, 130
3, 415
3, 0
1, 0
3, 196
3, 99
3, 0
3, 290
2, 208
1, 35
1, 22
2, 0
2, 0
1, 27
3, 1030
2, 0
1, 202
2, 2
3, 90
3, 151
3, 73
3, 372
2, 3
3, 198
2, 59
3, 208
1, 46
1, 36
3, 0
1, 56
1, 39
3, 100
2, 33
3, 139
3, 152
3, 102
2, 44
2, 0
3, 77
3, 247
2, 25
3, 337
3, 195
2, 137
3, 161
2, 105
1, 7
1, 0
1, 211
3, 20
1, 10
1, 10
3, 321
3, 390
2, 47
1, 49
1, 61
1, 28
1, 38
3, 0
2, 64
1, 80
1, 49
3, 51
3, 249
2, 41
2, 52
