3, 66
3, 29
3, 8
3, 5
3, 7
1, 4
3, 83
3, 26
2, 3
2, 11
3, 36
3, 81
2, 0
1, 0
2, 2
2, 1
2, 1
1, 14
3, 63
3, 6
3, 0
3, 65
3, 7
1, 2
3, 151
3, 11
3, 40
1, 13
3, 55
3, 37
3, 38
2, 50
3, 6
1, 5
2, 1
1, 5
3, 79
2, 1
2, 1
3, 23
1, 3
2, 3
1, 1
2, 8
1, 2
1, 1
3, 2
1, 9
2, 4
3, 6
2, 27
3, 12
2, 11
2, 15
2, 7
3, 21
1, 12
2, 0
3, 2
2, 7
3, 9
3, 7
3, 12
3, 21
1, 1
3, 17
2, 1
3, 33
2, 3
1, 4
3, 39
3, 7
2, 5
3, 7
1, 4
2, 1
2, 6
2, 2
2, 5
1, 3
1, 1
1, 0
3, 11
3, 11
3, 2
1, 16
2, 20
3, 14
3, 49
1, 9
2, 2
2, 0
1, 1
1, 1
1, 2
1, 9
1, 1
1, 6
3, 61
2, 45
3, 58
3, 9
3, 23
1, 4
2, 17
3, 34
3, 5
2, 2
2, 4
2, 7
3, 5
2, 29
3, 30
3, 31
3, 15
1, 0
3, 47
3, 7
3, 71
2, 12
2, 8
2, 5
1, 0
2, 13
2, 5
3, 36
3, 67
1, 3
3, 31
2, 1
3, 3
3, 10
3, 12
2, 6
3, 9
3, 73
3, 47
2, 42
3, 61
1, 5
2, 9
3, 14
3, 37
2, 5
3, 38
3, 4
2, 2
2, 19
3, 27
1, 10
3, 24
3, 11
3, 29
3, 58
3, 103
3, 105
3, 183
3, 6
2, 12
3, 7
2, 25
2, 1
3, 27
2, 18
3, 5
2, 1
3, 36
3, 46
1, 17
3, 30
2, 7
1, 0
3, 19
2, 80
2, 4
3, 15
1, 3
3, 22
3, 14
2, 19
3, 29
2, 8
3, 7
3, 47
1, 6
3, 16
2, 29
3, 33
3, 47
2, 5
3, 54
2, 11
1, 5
3, 72
3, 55
2, 1
3, 4
3, 33
3, 9
3, 9
3, 68
3, 57
3, 92
2, 3
1, 0
3, 10
3, 33
3, 0
