3, 0.91428566
3, 0.9505494
2, 1.4166666
2, 0.9153846
2, 0.4
3, 0.8333333
3, 0.94685996
2, 1.0
1, Class contains less than 2 methods
2, 0.8
3, 1.0
2, 0.88235295
1, Class contains less than 2 methods
2, 1.1
3, 0.9415584
2, 0.6
3, Class contains less than 2 methods
2, 1.0
2, 0.54545456
2, 0.5
3, 0.6944445
1, 0.5
1, 0.84444445
3, 0.6
3, 0.94285715
2, 0.8
1, 1.0
1, Class contains less than 2 methods
2, 0.8333333
1, Class contains less than 2 methods
1, 0.5
2, 0.0
2, 0.75
2, 0.8333333
2, 0.8333333
1, 0.9285714
2, 2.0
2, 0.0
2, 0.33333334
1, 0.77777773
2, 0.925
1, 0.5555556
1, 2.0
1, 0.5
2, 0.7435897
2, 1.0
2, 2.0
1, 1.0
1, Class contains less than 2 methods
1, 0.6666667
1, Class contains less than 2 methods
2, 0.89285713
2, 0.8125
2, 0.80952376
2, Class contains less than 2 methods
2, 1.0
1, Class contains less than 2 methods
1, 2.0
1, Class contains less than 2 methods
2, 1.0
1, Class contains less than 2 methods
1, 0.8
1, 0.8
1, 1.0
1, 0.84210527
1, 0.84
2, 0.93999994
2, 0.125
1, 0.8333333
2, 0.0
2, 0.93333334
2, 0.85714287
2, 0.5
1, Class contains less than 2 methods
2, 0.8916667
2, 1.0
2, 0.87878793
2, 0.0
1, Class contains less than 2 methods
2, 0.0
1, Class contains less than 2 methods
2, Class contains less than 2 methods
1, Class contains less than 2 methods
2, 1.0
2, 0.5
1, Class contains less than 2 methods
1, Class contains less than 2 methods
2, Class contains less than 2 methods
2, 0.8
1, 0.8571428
1, Class contains less than 2 methods
1, 0.8
2, 0.0
1, 0.8701298
2, Class contains less than 2 methods
1, 0.0
2, Class contains less than 2 methods
2, Class contains less than 2 methods
2, 0.0
1, 0.5
2, 1.7142857
2, 0.79310346
1, 2.0
2, 0.5
3, 0.5
2, 0.82758623
3, 0.925
3, 0.890625
3, 0.90909094
1, 2.0
2, 0.7
2, 0.6666667
1, Class contains less than 2 methods
3, 0.71875
1, Class contains less than 2 methods
2, 0.8428572
1, 0.5
3, 0.76666665
1, 2.0
2, 2.0
1, 2.0
2, 0.5
1, 2.0
2, 0.84615386
1, 1.0
1, 1.0
3, 0.9649123
1, 0.0
3, 0.92753625
1, 0.875
1, 0.6666666
2, 0.625
1, 2.0
1, 2.0
2, 1.0
1, 0.5
3, 0.8333333
2, 2.0
2, 1.0
3, 0.96172255
2, 0.5277778
1, 0.0
1, 0.5
2, 1.0833333
2, Class contains less than 2 methods
3, 1.0
3, 1.125
2, Class contains less than 2 methods
2, 0.8333333
2, 0.8333334
2, 0.6666667
3, 0.9533333
1, 1.0
3, 1.0296296
2, 0.4
2, 1.0
1, 2.0
3, 0.99423075
2, 1.0
3, 0.8142857
2, 1.0
2, 1.1666666
2, 1.0
3, 0.98333335
2, 2.0
3, 1.0
1, 0.8214286
1, 0.8333333
2, 1.0
2, 1.0
1, 0.8666666
1, 0.625
2, 1.0
3, 0.5
2, 1.0
2, Class contains less than 2 methods
2, 1.8235294
2, 0.6333333
2, 1.0
1, 0.0
3, 0.76666665
3, 1.0
1, Class contains less than 2 methods
1, Class contains less than 2 methods
1, 1.0833334
2, Class contains less than 2 methods
2, 0.92948717
2, 0.8571428
2, 0.9111111
3, 0.8333334
2, 0.85714287
3, 1.0208334
1, 1.0
2, 0.0
2, 0.125
1, Class contains less than 2 methods
1, 2.0
2, 0.95
1, Class contains less than 2 methods
1, 1.0476191
3, 0.85
2, 1.0
1, 0.9285714
2, 0.5
1, Class contains less than 2 methods
1, 0.91071427
1, 1.0
2, 2.0
2, 0.8
2, 2.0
3, 0.82857144
2, 0.0
2, 0.8
1, 2.0
2, 0.8333333
2, Class contains less than 2 methods
2, 0.85714287
3, 1.0
2, 0.75
3, 1.0
2, 0.71428573
3, 1.0
2, Class contains less than 2 methods
3, 1.0
2, 1.2
3, 1.0
2, 1.0
1, Class contains less than 2 methods
3, 0.88823533
3, 0.94471157
1, 0.4
2, Class contains less than 2 methods
2, 0.9770723
3, 0.6666667
3, 0.71328676
3, Class contains less than 2 methods
3, 0.9514991
3, 0.9481482
3, 0.95
3, 1.0
1, 0.5925926
3, 0.9027778
3, 0.75
1, 0.5
1, 0.9166667
1, 0.0
1, 1.0
1, Class contains less than 2 methods
1, Class contains less than 2 methods
3, Class contains less than 2 methods
3, 0.7777778
1, 1.0
1, 1.0
3, 0.95614034
3, 1.0
3, 0.9688013
3, 0.91964287
3, 0.95498574
3, 0.6666666
